,Title,Date,State,Total Deaths,full place name
4412,"Boko Haram kills seven soldiers, others in Borno",2/22/17,Borno,47,"Maiduguri, Borno, Nigeria"
4413,2 killed in suicide attack in northern Cameroon,2/22/17,Extrême-Nord,2,"Mayo Sava, Extrême-Nord, Nigeria"
4414,Police kill three man armed robbery gang in Imo,2/22/17,Imo,3,"Okigwe, Imo, Nigeria"
4415,"Robbers attack Owerri bank, 5 dead, 7 injured",2/23/17,Imo,5,"Owerri Municipal, Imo, Nigeria"
4416,1 more Kano hunter killed,2/23/17,Kaduna,1,"Kaura, Kaduna, Nigeria"
4417,"Gunmen abduct, murder College of Education staff in Benue",2/25/17,Benue,1,"Katsina-Ala, Benue, Nigeria"
4418,Four persons killed in cult clash in Ondo,2/26/17,Ondo,4,"Ondo West, Ondo, Nigeria"
4419,Nigerian Army kill 18 Boko Haram fighters in Yobe,2/24/17,Yobe,18,"Gujba, Yobe, Nigeria"
4420,Policemen flee as robbers kill bank customer in Asaba,2/27/17,Delta,1,"Oshimili South, Delta, Nigeria"
4421,"Edo: Suspected herdsmen kidnap 3 teachers, demand N30m",2/27/17,Edo,0,"Ovia North-East, Edo, Nigeria"
4422,Gunmen kill 4 vigilante men for foiling kidnap in Aba,2/28/17,Abia,4,"Aba South, Abia, Nigeria"
4423,"Robbers struck in Anambra community, kill police officer",2/28/17,Anambra,1,"Idemili North, Anambra, Nigeria"
4424,"Assailants kill woman, three children in Lagos",3/1/17,Lagos,4,"Ikorodu, Lagos, Nigeria"
4425,Rivers police kill suspected kidnap kingpin in gun duel,3/2/17,Rivers,1,"Ikwerre, Rivers, Nigeria"
4426,"Six killed in fresh Benue farmers, herdsmen’s clash",3/2/17,Benue,6,"Gwer East, Benue, Nigeria"
4427,Three suicide bombers killed in Maiduguri,3/3/17,Borno,3,"Maiduguri, Borno, Nigeria"
4428,Four soldiers injured as Nigerian troops capture 14 Boko Haram suspects,3/3/17,Borno,0,"Kukawa, Borno, Nigeria"
4429,Gunmen kill cleric in Edo,3/4/17,Edo,1,"Ovia North-East, Edo, Nigeria"
4430,Gunmen kidnap DPO in Delta,3/5/17,Delta,0,"Oshimili South, Delta, Nigeria"
4431,Two feared killed in herdsmen attack in Delta community,3/5/17,Delta,2,"Ika South, Delta, Nigeria"
4432,"Three persons feared dead as Customs, smugglers clash in Kwara",3/6/17,Kwara,3,"Moro, Kwara, Nigeria"
4433,"Communal Clash: 3 reported dead, property worth millions of naira destroyed",3/6/17,Cross River,3,"Obubra, Cross River, Nigeria"
4434,"Police shoot soldier in Ebonyi, residents flee community",3/6/17,Ebonyi,1,"Afikpo South, Ebonyi, Nigeria"
4435,Gunmen kidnap businessman’s wife in Delta,3/7/17,Delta,0,"Oshimili South, Delta, Nigeria"
4436,"10 feared killed, many injured in Ife ethnic clash",3/7/17,Ogun,10,"Ife Central, Ogun, Nigeria"
4437,"Three soldiers die, troops rescue 469 B’Haram victims",3/8/17,Borno,3,"Ganye, Borno, Nigeria"
4438,"Nigerian, Cameroonian troops clear Boko Haram from seven border villages",3/7/17,Borno,20,"Kala/Balge, Borno, Nigeria"
4439,5 killed in Ondo bank robbery,3/7/17,Ondo,5,"Akoko North-West, Ondo, Nigeria"
4440,"Three feared dead in customs, car dealers clash in Kwara State",3/7/17,Kwara,3,"Moro, Kwara, Nigeria"
4441,"Gunmen kidnap Ekiti director, demand N20m",3/8/17,Edo,0,"Akoko-Edo, Edo, Nigeria"
4442,Four killed as customs chase suspected smugglers in Ogun,3/8/17,Ogun,4,"Abeokuta South, Ogun, Nigeria"
4443,"Unknown men kill 4 students, drain their blood",3/8/17,Niger,4,"Rijau, Niger, Nigeria"
4444,"Two people kidnapped, one shot as armed robbers attack motorists on Abuja-Kaduna road",3/9/17,Federal Capital Territory,0,", Federal Capital Territory, Nigeria"
4445,"Herdsmen Attack Benue Community, Kill 10",3/10/17,Benue,10,"Buruku, Benue, Nigeria"
4446,Nigerian troops kill two female suicide bombers,3/11/17,Borno,2,"Maiduguri, Borno, Nigeria"
4447,"Nigerian Army rescues 211 civilians, clear terrorists from Borno villages",3/11/17,Borno,1,"Dikwa, Borno, Nigeria"
4448,"Police in Imo kill two robbers, recover arms",3/11/17,Imo,2,"Owerri Municipal, Imo, Nigeria"
4449,Two herdsmen killed in Southern Kaduna,3/11/17,Kaduna,2,"Jema'a, Kaduna, Nigeria"
4450,1 herdsman killed in Southern Kaduna,3/11/17,Kaduna,1,"Zangon Kataf, Kaduna, Nigeria"
4451,Boko Haram executes three alleged govt spies in new video,3/11/17,,3,", , Nigeria"
4452,Three Suspected Robbers Shot Dead In Kogi State,3/12/17,Kogi,3,"Lokoja, Kogi, Nigeria"
4453,"One dead as herdsmen, farmers clash in Abia",3/12/17,Abia,1,"Bende, Abia, Nigeria"
4454,Gunmen kill pastor in Edo 11 months after founding church,3/12/17,Edo,1,"Oredo, Edo, Nigeria"
4455,2 robbers killed in gun battle with police,3/12/17,Bayelsa,2,"Yenagoa, Bayelsa, Nigeria"
4456,"Gunmen kill one, cart away 10 cattles in Katsina",3/12/17,Katsina,1,"Dandume, Katsina, Nigeria"
4457,Gunmen kidnap UNICAL lecturer while jogging on campus,3/12/17,Cross River,0,"Calabar Municipal, Cross River, Nigeria"
4458,"Troops destroy Boko Haram logistics base, rescue 455 hostages",3/14/17,Borno,20,"Kala/Balge, Borno, Nigeria"
4459,"Army foils robbery operation, kills one in Ondo",3/14/17,Ondo,1,"Ifedore, Ondo, Nigeria"
4460,Troops ambush and kill four escaping Boko Haram terrorists in Borno,3/14/17,Borno,4,"Konduga, Borno, Nigeria"
4461,Gunmen kidnap female magistrate and driver in Imo state,3/15/17,Imo,0,"Ohaji/Egbema, Imo, Nigeria"
4462,Six killed as suicide bombers attack Maiduguri,3/15/17,Borno,6,"Maiduguri, Borno, Nigeria"
4463,Suspected Boko Haram militants attack northeast Nigeria town,3/15/17,Borno,1,"Magumeri, Borno, Nigeria"
4464,"B’Haram kills five soldiers, three others missing",3/15/17,Borno,5,"Monguno, Borno, Nigeria"
4465,Herdsman kills farmer in Oyo,3/15/17,Oyo,1,"Olorunsogo, Oyo, Nigeria"
4466,Gunmen kill 5 persons in Benue,3/15/17,Benue,5,"Katsina-Ala, Benue, Nigeria"
4467,14 shot in Anambra festival,3/15/17,Anambra,0,"Dunukofia, Anambra, Nigeria"
4468,"Armed men gun down pregnant woman, four others in Benue",3/16/17,Benue,5,"Ukum, Benue, Nigeria"
4469,"Gunmen kill ex-Edo LG boss, injure two others",3/16/17,Edo,1,"Uhunmwonde, Edo, Nigeria"
4470,Seven killed in Maiduguri suicide attacks,3/18/17,Borno,7,"Jere, Borno, Nigeria"
4471,Two dead in Bayelsa cult clash,3/18/17,Bayelsa,2,"Yenagoa, Bayelsa, Nigeria"
4472,9 killed in suspected Boko Haram attack,3/18/17,,9,", , Nigeria"
4473,Chief Superintendent Of Police Kidnapped Around Garaku Village,3/18/17,Nasarawa,0,"Kokona, Nasarawa, Nigeria"
4474,8 killed in Calabar cult war,3/19/17,Cross River,8,"Calabar Municipal, Cross River, Nigeria"
4475,"Delta monarch shot, hospitalised",3/19/17,Delta,0,"Isoko South, Delta, Nigeria"
4476,Suspected cultists kill boy in Delta,3/19/17,Delta,1,"Isoko South, Delta, Nigeria"
4477,Armed robbers kill two policemen in Sokoto,3/20/17,Sokoto,2,"Sokoto South, Sokoto, Nigeria"
4478,Gunmen kill 52 in Benue market,3/20/17,Benue,52,"Ukum, Benue, Nigeria"
4479,Gunmen kidnap teacher in Ekiti ,3/20/17,Ekiti,0,"Ado Ekiti, Ekiti, Nigeria"
4480,"4 die in Kwara farmers, herdsmen clash",3/20/17,Kwara,4,"Baruten, Kwara, Nigeria"
4481,"Multiple blasts kill 4, injure 18 in Maiduguri IDPs camps",3/22/17,Borno,9,"Maiduguri, Borno, Nigeria"
4482,"Tricycle operators clash in Ilorin, several wounded, one killed",3/22/17,Kwara,1,"Ilorin West, Kwara, Nigeria"
4483,"Troops destroy IED factory, rescue women, children",3/23/17,Borno,10,"Konduga, Borno, Nigeria"
4484,Cultists kill final year student in Enugu,3/23/17,Enugu,1,"Nsukka, Enugu, Nigeria"
4485,"Police inspector kills 16 year old again, shoots three others",3/23/17,Imo,1,"Isiala Mbano, Imo, Nigeria"
4486,Three set ablaze in Benue attack,3/24/17,Benue,3,"Ukum, Benue, Nigeria"
4487,10 more dead in Zaki Biam reprisal attack,3/25/17,Benue,10,"Ukum, Benue, Nigeria"
4488,"Boko Haram abducts four women, six youths in Borno",3/24/17,Borno,0,"Konduga, Borno, Nigeria"
4489,Soldiers beat businessman to death in Ogun,3/24/17,Ogun,1,"Shagamu, Ogun, Nigeria"
4490,"Herdsmen Invade Benue Prison Farm, Kill Inmate",3/25/17,Benue,1,"Kwande, Benue, Nigeria"
4491,"Herdsmen kill DELSU staff, injure another in Delta",3/25/17,Delta,1,"Ethiope East, Delta, Nigeria"
4492,Boko Haram kills three alleged collaborators in Borno,3/25/17,Borno,3,"Konduga, Borno, Nigeria"
4493,"Robbers attack worshippers, share loot in church",3/25/17,Ondo,0,"Akure South, Ondo, Nigeria"
4494,Gunmen kidnap two businessmen in Sokoto,3/26/17,Sokoto,0,"Goronyo, Sokoto, Nigeria"
4495,Police kill 2 suspected kidnappers in Rivers,3/27/17,Rivers,2,"Etche, Rivers, Nigeria"
4496,"Boko Haram bomb kills 2, injures 3 in Borno",3/28/17,Borno,2,"Dikwa, Borno, Nigeria"
4497,Armed robbers kill two policemen in Kogi,3/28/17,Kogi,2,"Yagba East, Kogi, Nigeria"
4498,Police kill notorious armed robbery suspect in Enugu,3/28/17,Enugu,1,"Enugu East, Enugu, Nigeria"
4499,One dies in Imo cult war,3/28/17,Imo,1,"Owerri West, Imo, Nigeria"
4500,Nine shot as two Osun communities clash,3/29/17,Osun,0,"Ife North, Osun, Nigeria"
4501,"Boko Haram fighter killed, soldier injured in ambush attack ",3/29/17,Borno,1,"Dikwa, Borno, Nigeria"
4502,Gunmen kill bank customer near Imo Govt House,3/30/17,Imo,1,"Owerri Municipal, Imo, Nigeria"
4503,Gunmen kill two-year-old boy in Taraba,3/30/17,Taraba,1,"Bali, Taraba, Nigeria"
4504,"Armed robbers attack two cops, cart away AK47 rifles in Kebbi",3/30/17,Kebbi,0,"Maiyama, Kebbi, Nigeria"
4505,"Boko Haram kidnap 18 girls, women in northeast Nigeria",3/30/17,Borno,0,"Gwoza, Borno, Nigeria"
4506,"Boko Haram kidnap 4 girls, women in northeast Nigeria",3/30/17,Borno,1,"Gwoza, Borno, Nigeria"
4507,"One dead, 3 injured as police, protesters clash",3/31/17,Katsina,1,"Dandume, Katsina, Nigeria"
4508,Two killed in Osun communal clash,4/1/17,Osun,1,"Ife North, Osun, Nigeria"
4509,"Gunmen kill bank worker, three others in Imo",4/1/17,Imo,4,"Okigwe, Imo, Nigeria"
4510,Two suicide bombers killed in Boko Haram attack on Maiduguri,4/2/17,Borno,2,"Maiduguri, Borno, Nigeria"
4511,Two suicide bombers killed in Boko Haram attack,4/2/17,Borno,2,"Jere, Borno, Nigeria"
4512,"Herdsmen, farmers clash: Cross River community deserted as death toll rises to 10
",4/2/17,Cross River,10,"Odukpani, Cross River, Nigeria"
4513,15 die in fresh Benue farmers/herdsmen clashes,4/2/17,Benue,15,"Kwande, Benue, Nigeria"
4514,Tension in Ife as policeman kills youth during clash,4/2/17,Osun,1,"Ife Central, Osun, Nigeria"
4515,"Boko Haram Kills 3, Abducts Scores Near Chibok",3/31/17,Borno,3,"Damboa, Borno, Nigeria"
4516,Police gun down suspected killer of banker,4/3/17,Abia,1,"Aba South, Abia, Nigeria"
4517,Gunmen kill 2 policemen in Tungan Maje,4/3/17,Federal Capital Territory,2,", Federal Capital Territory, Nigeria"
4518,"Again gunmen kill policeman, snatch vehicle in Imo",4/3/17,Imo,1,"Owerri North, Imo, Nigeria"
4519,"Lecturer, daughter kidnapped in Rivers; cultists kill 2 
",4/3/17,Rivers,2,"Ogba/Egbema/Ndoni, Rivers, Nigeria"
4520,Boko Haram kills seven civillians,4/5/17,Borno,7,"Maiduguri, Borno, Nigeria"
4521,Boko Haram kills four soldiers,4/6/17,Borno,4,"Dikwa, Borno, Nigeria"
4522,One killed as cultists strike in Ilorin,4/7/17,Kwara,1,"Ilorin West, Kwara, Nigeria"
4523,Boko Haram kidnaps 13,4/7/17,Borno,0,"Gwoza, Borno, Nigeria"
4524,"Two female suicide bombers killed, five others injured in Maiduguri",4/8/17,Borno,2,"Maiduguri, Borno, Nigeria"
4525,"Suicide bomber hits Cameroon, one dead, many Injured",4/8/17,Extrême-Nord,1,"Mayo Sava, Extrême-Nord, Nigeria"
4526,Boko Haram murders eight persons in Maiduguri,4/8/17,Borno,8,"Maiduguri, Borno, Nigeria"
4527,"Militants return to Ikorodu, kill two soldiers, five policemen",4/9/17,Lagos,7,"Ikorodu, Lagos, Nigeria"
4528,Gunmen abduct C’River commissioner for water resources,4/9/17,Cross River,0,"Calabar South, Cross River, Nigeria"
4529,Two female suicide bombers kill selves outside University of Maiduguri,4/10/17,Borno,2,"Maiduguri, Borno, Nigeria"
4530,Niger kills 57 Boko Haram fighters,4/9/17,Diffa,57,"Diffa, Diffa, Nigeria"
4531,"Two Turkish citizens, polytechnic proprietor kidnapped in Akwa Ibom",4/9/17,Akwa Ibom,0,"Eket, Akwa Ibom, Nigeria"
4532,Seven feared dead as cultists clash in Ilorin,4/9/17,Kwara,7,"Ilorin West, Kwara, Nigeria"
4533,Woman dies as herdsmen attack Benue village,4/10/17,Benue,1,"Kwande, Benue, Nigeria"
4534,"5 die in Niger as women, youths clash over pigs",4/10/17,Niger,5,"Paikoro, Niger, Nigeria"
4535,One shot dead as Lagos officials continue slum demolition despite court order,4/10/17,Lagos,1,"Lagos State, Lagos, Nigeria"
4536,"5 die as soldiers, policemen clash over girlfriend in Damaturu",4/12/17,Yobe,5,"Damaturu, Yobe, Nigeria"
4537,"NSCDC operative, armed robber killed in gun duel",4/12/17,Bayelsa,2,"Ogbia, Bayelsa, Nigeria"
4538,"Pirates kill two soldiers, injure three in Bayelsa",4/12/17,Bayelsa,2,"Nembe, Bayelsa, Nigeria"
4539,"Gunmen kill 3 policemen, two others, abduct 4 in Lagos",4/13/17,Lagos,5,"Ibeju-Lekki, Lagos, Nigeria"
4540,"Gunmen kill five, injure others at Abaji, Benue market",4/13/17,Benue,5,"Katsina-Ala, Benue, Nigeria"
4541,Trigger-happy cop kills youth in Lagos,4/13/17,Lagos,1,"Alimosho, Lagos, Nigeria"
4542,"Cult leader shot dead, five others escape with injuries in Ondo",4/14/17,Ondo,1,"Owo, Ondo, Nigeria"
4543,Gunmen kill 13 in fresh Southern Kaduna attack,4/15/17,Kaduna,13,"Jema'a, Kaduna, Nigeria"
4544,Traditional ruler kidnapped in Ondo,4/15/17,Ondo,0,"Akoko North-West, Ondo, Nigeria"
4545,Gunmen kill Nigerian journalist,4/16/17,Bayelsa,1,"Yenagoa, Bayelsa, Nigeria"
4546,"Gunmen kill newly sworn-in LG Secretary in Akwa Ibom, one other",4/16/17,Akwa Ibom,2,"Ukanafun, Akwa Ibom, Nigeria"
4547,"Gunmen kidnap trader, demand N1 million ransom",4/16/17,Niger,0,"Gurara, Niger, Nigeria"
4548,"Hoodlums kill police officer in beer parlour, snatch rifle",4/16/17,Bayelsa,1,"Yenagoa, Bayelsa, Nigeria"
4549,Gunmen attack Fulani community at Karmo,4/13/17,Federal Capital Territory,0,", Federal Capital Territory, Nigeria"
4550,"2 armed robbers shot dead in Aba, 2 others arrested",4/16/17,Abia,2,"Aba South, Abia, Nigeria"
4551,Police shoot killer of Imo inspector dead,4/16/17,Imo,1,"Okigwe, Imo, Nigeria"
4552,"Nigerian soldiers battle Boko Haram, kill 21 suspects, rescue 1,623 captives",4/17/17,Borno,21,"Kala/Balge, Borno, Nigeria"
4553,"Nigerian soldiers raid Boko Haram camps, kill six",4/17/17,Borno,6,"Gwoza, Borno, Nigeria"
4554,"Boko Haram kill 5 soldiers, 4 others missing",4/17/17,Borno,5,"Sabon Gari, Borno, Nigeria"
4555,NYSC member shot dead in Oghara,4/17/17,Delta,1,"Ethiope West, Delta, Nigeria"
4556,Delta Police Command confirms killing of Tompolo,4/17/17,Delta,1,"Uvwie, Delta, Nigeria"
4557,Gunmen kill two Imo youth leaders,4/17/17,Imo,2,"Isiala Mbano, Imo, Nigeria"
4558,10 killed in herder/farmers clash in Benue community,4/18/17,Benue,10,"Gwer West, Benue, Nigeria"
4559,3 robbers burnt alive in Benue,4/18/17,Benue,3,"Kwande, Benue, Nigeria"
4560,"Police kill 1 suspected killer of police, military personnel in Lagos",4/18/17,Lagos,1,"Ikorodu, Lagos, Nigeria"
4561,Boko Haram IED kills three soldiers in Borno,4/19/17,Borno,3,"Gwoza, Borno, Nigeria"
4562,Three dead in Boko Haram suicide attack in Cameroon,4/19/17,Extrême-Nord,4,"Mayo Sava, Extrême-Nord, Nigeria"
4563,"Gunmen kill NSCDC official, steal service pistol",4/19/17,Ekiti,1,"Ado Ekiti, Ekiti, Nigeria"
4564,"Cultists wreak havoc in Nembe, burn 20 houses",4/20/17,Bayelsa,0,"Nembe, Bayelsa, Nigeria"
4565,"Gunmen kill man, son in Sokoto",4/20/17,Sokoto,2,"Rabah, Sokoto, Nigeria"
4566,Police kill two kidnappers in Niger,4/21/17,Niger,2,"Paikoro, Niger, Nigeria"
4567,Police Inspector shot dead in Anambra as colleagues fled,4/22/17,Anambra,1,"Idemili North, Anambra, Nigeria"
4568,"Cultists attack viewing centre, injure Ebonyi Varsity student",4/23/17,Ebonyi,0,"Ebonyi, Ebonyi, Nigeria"
4569,"20 die in Akwa Ibom, Cross River communities’ renewed clash",4/23/17,Akwa Ibom,20,"Itu, Akwa Ibom, Nigeria"
4570,"Suspected militants kill three policemen, one other in Ogun",4/23/17,Ogun,4,"Ogun Waterside, Ogun, Nigeria"
4571,"In Akwa Ibom: 2 policemen die, 2 missing in clash over N50,000 tapioca thief",4/23/17,Akwa Ibom,6,"Etinan, Akwa Ibom, Nigeria"
4572,"Two female suicide bombers shot dead in Borno, 1 blows self up",4/24/17,Borno,3,"Jere, Borno, Nigeria"
4573,Cart pusher bomber kills 3 in Borno,4/24/17,Borno,4,"Maiduguri, Borno, Nigeria"
4574,Female suicide bomber blows herself up ,4/24/17,Borno,1,"Maiduguri, Borno, Nigeria"
4575,Four feared dead as traders clash with security agents in Lagos,4/24/17,Lagos,4,"Alimosho, Lagos, Nigeria"
4576,"Tension, as herdsmen behead another villager in Delta",4/24/17,Delta,1,"Ethiope East, Delta, Nigeria"
4577,"Gunmen attack army formation in Delta, soldier injured",4/24/17,Delta,0,"Warri North, Delta, Nigeria"
4578,Suspected cultists kill 3 in Edo,4/25/17,Edo,3,"Ovia North-East, Edo, Nigeria"
4579,"4 suicide bombers, CJTF member killed as explosion rocks Borno",4/26/17,Borno,5,"Maiduguri, Borno, Nigeria"
4580,Civilian JTF killed while stopping bomber from IDPs camp in Borno,4/26/17,Borno,2,"Mafa, Borno, Nigeria"
4581,Soldiers kill 15 Boko Haram gunmen as terrorist group attacks troops’ base in Sambisa,4/27/17,Borno,15,"Gwoza, Borno, Nigeria"
4582,"Suicide bomber kills five soldiers, injures 40 in northeast",4/27/17,Borno,6,"Damboa, Borno, Nigeria"
4583,Robbers kill fruit vendor in Edo,4/27/17,Edo,1,"Egor, Edo, Nigeria"
4584,Hoodlums abduct businessman in Imo,4/28/17,Imo,0,"Isiala Mbano, Imo, Nigeria"
4585,Many Boko Haram leaders killed in air raid,4/28/17,Borno,5,"Damboa, Borno, Nigeria"
4586,Armed youths kill fishermen in A’Ibom,4/29/17,Akwa Ibom,5,"Itu, Akwa Ibom, Nigeria"
4587,Soldiers kill eight armed youths from C’River,4/29/17,Akwa Ibom,8,"Itu, Akwa Ibom, Nigeria"
4588,Gunmen kill 2 persons in Rivers,4/29/17,Rivers,1,"Eleme, Rivers, Nigeria"
4589,"Gunmen storm burial ceremony, kill seven",4/29/17,Rivers,7,"Ahoada East, Rivers, Nigeria"
4590,Gunmen abduct medical doctor at Ughelli,4/30/17,Delta,0,"Ughelli South, Delta, Nigeria"
4591,"Three soldiers, 15 militants killed in Ondo creeks gunfight",5/1/17,Ondo,21,"Ese Odo, Ondo, Nigeria"
4592,Four killed in fresh cult clashes in Rivers,4/30/17,Rivers,4,"Emuoha, Rivers, Nigeria"
4593,Cross River armed youths kill scores in Akwa Ibom,5/1/17,Akwa Ibom,50,"Uruan, Akwa Ibom, Nigeria"
4594,Militants attack FIRS officials at Patience Jonathan’s hotel,5/3/17,Bayelsa,0,"Yenagoa, Bayelsa, Nigeria"
4595,"Military foils suicide attacks in Maiduguri, kills three",5/3/17,Borno,3,"Maiduguri, Borno, Nigeria"
4596,3 die in fresh Rivers cult war,5/3/17,Rivers,3,"Emuoha, Rivers, Nigeria"
4597,"Militants invade Nigerian marine police base, kill one",5/4/17,Ogun,1,"Ogun Waterside, Ogun, Nigeria"
4598,"Suicide bombers kill seven, injure six in Borno    ",5/5/17,Borno,7,"Konduga, Borno, Nigeria"
4599,"Nine soldiers, 40 Boko Haram members killed in Chad clash",5/5/17,Lac,49,"Fouli, Lac, Nigeria"
4600,"15 killed as farmers, herdsmen clash in Taraba",5/5/17,Taraba,15,"Takum, Taraba, Nigeria"
4601,Gunmen kill monarch in Rivers,5/5/17,Rivers,1,"Obio/Akpor, Rivers, Nigeria"
4602,"Gunmen abduct Nasarawa lawmaker’s mother, sister, demand N30m",5/6/17,Nasarawa,0,"Akwanga, Nasarawa, Nigeria"
4603,Gunmen kill female medical doctor in Rivers,5/5/17,Rivers,1,"Port Harcourt, Rivers, Nigeria"
4604,Gunman shot one dead in Benue,5/6/17,Benue,1,"Makurdi, Benue, Nigeria"
4605,Gunmen kill two in Rivers,5/6/17,Rivers,2,"Obio/Akpor, Rivers, Nigeria"
4606,"Gunmen abduct Delta Varsity lecturer, demand N100m ransom",5/6/17,Delta,0,"Isoko North, Delta, Nigeria"
4607,"Death toll in Fulani herdsmen, Tiv clash hits 15",5/7/17,Benue,15,"Logo, Benue, Nigeria"
4608,Gunmen attack Assistant Commissioner of Police in Delta,5/7/17,Delta,1,"Ughelli North, Delta, Nigeria"
4609,4 dead in Kaduna religious crisis,5/8/17,Kaduna,4,"Kaduna South, Kaduna, Nigeria"
4610,"Three killed in renewed Ebonyi, Cross River boundary crisis",5/8/17,Ebonyi,3,"Abakaliki, Ebonyi, Nigeria"
4611,Herdsmen Kill Four Policemen In Delta State,5/8/17,Delta,4,"Ethiope East, Delta, Nigeria"
4612,Notorious armed bandit killed in Zamfara,5/8/17,Zamfara,1,"Bungudu, Zamfara, Nigeria"
4613,Gunmen kill Enugu deputy governor’s ADC,5/9/17,Enugu,1,"Enugu South, Enugu, Nigeria"
